center_lat,center_lon,borough,hotspot_type,score
40.817,-73.895,Bronx,Normal,1
40.817,-73.896,Bronx,Normal,1
40.817,-73.897,Bronx,Normal,1
40.817,-73.901,Bronx,Hot Spot,2
40.817,-73.916,Bronx,Hot Spot,3
40.817,-73.917,Bronx,Hot Spot,2
40.817,-73.918,Bronx,Normal,1
40.817,-73.919,Bronx,Normal,1
40.817,-73.92,Bronx,Normal,1
40.817,-73.921,Bronx,Hot Spot,3
40.817,-73.923,Bronx,Hot Spot,3
40.817,-73.923,Nan,Hot Spot,2
40.817,-73.926,Bronx,Hot Spot,3
40.817,-73.935,Nan,Normal,1
40.817,-73.936,Nan,Normal,1
40.817,-73.939,Nan,Hot Spot,2
40.817,-73.942,Nan,Normal,1
40.817,-73.943,Nan,Normal,1
40.817,-73.946,Nan,Normal,1
40.817,-73.952,Manhattan,Normal,1
40.817,-73.96,Nan,Normal,1
40.817,-73.961,Manhattan,Normal,1
40.818,-73.824,Bronx,Normal,1
40.818,-73.861,Bronx,Normal,1
40.818,-73.888,Bronx,Normal,1
40.818,-73.891,Bronx,Normal,1
40.818,-73.893,Bronx,Hot Spot,5
40.818,-73.896,Bronx,Normal,1
40.818,-73.899,Bronx,Hot Spot,2
40.818,-73.904,Bronx,Hot Spot,3
40.818,-73.905,Bronx,Normal,1
40.818,-73.906,Bronx,Normal,1
40.818,-73.907,Bronx,Normal,1
40.818,-73.91,Bronx,Normal,1
40.818,-73.917,Bronx,Hot Spot,3
40.818,-73.923,Bronx,Normal,1
40.818,-73.924,Bronx,Hot Spot,2
40.818,-73.925,Bronx,Normal,1
40.818,-73.931,Bronx,Normal,1
40.818,-73.931,Nan,Normal,1
40.818,-73.936,Manhattan,Normal,1
40.818,-73.938,Manhattan,Normal,1
40.818,-73.938,Nan,Normal,1
40.818,-73.941,Manhattan,Hot Spot,2
40.818,-73.942,Nan,Hot Spot,2
40.818,-73.95,Manhattan,Normal,1
40.818,-73.953,Manhattan,Normal,1
40.818,-73.953,Nan,Normal,1
40.818,-73.955,Manhattan,Normal,1
40.818,-73.955,Nan,Normal,1
40.818,-73.956,Manhattan,Hot Spot,2
40.818,-73.96,Nan,Hot Spot,2
40.818,-73.961,Nan,Hot Spot,3
40.819,-73.808,Bronx,Normal,1
40.819,-73.847,Bronx,Normal,1
40.819,-73.864,Bronx,Normal,1
40.819,-73.885,Bronx,Normal,1
40.819,-73.886,Bronx,Normal,1
40.819,-73.887,Bronx,Hot Spot,2
40.819,-73.891,Nan,Normal,1
40.819,-73.892,Bronx,Hot Spot,2
40.819,-73.894,Bronx,Normal,1
40.819,-73.899,Bronx,Hot Spot,2
40.819,-73.901,Bronx,Normal,1
40.819,-73.902,Bronx,Normal,1
40.819,-73.904,Bronx,Normal,1
40.819,-73.905,Bronx,Normal,1
40.819,-73.908,Nan,Normal,1
40.819,-73.913,Bronx,Hot Spot,2
40.819,-73.914,Bronx,Normal,1
40.819,-73.922,Bronx,Normal,1
40.819,-73.926,Bronx,Normal,1
40.819,-73.927,Bronx,Hot Spot,2
40.819,-73.93,Bronx,Hot Spot,2
40.819,-73.931,Nan,Normal,1
40.819,-73.936,Manhattan,Normal,1
40.819,-73.937,Manhattan,Hot Spot,2
40.819,-73.937,Nan,Normal,1
40.819,-73.939,Manhattan,Normal,1
40.819,-73.941,Manhattan,Normal,1
40.819,-73.956,Manhattan,Hot Spot,2
40.819,-73.959,Manhattan,Normal,1
40.819,-73.961,Manhattan,Normal,1
40.82,-73.811,Nan,Normal,1
40.82,-73.82,Bronx,Normal,1
40.82,-73.858,Bronx,Normal,1
40.82,-73.868,Bronx,Normal,1
40.82,-73.886,Bronx,Normal,1
40.82,-73.89,Nan,Hot Spot,4
40.82,-73.891,Bronx,Hot Spot,12
40.82,-73.894,Bronx,Normal,1
40.82,-73.901,Bronx,Normal,1
40.82,-73.902,Bronx,Hot Spot,4
40.82,-73.904,Bronx,Normal,1
40.82,-73.913,Bronx,Normal,1
40.82,-73.914,Bronx,Normal,1
40.82,-73.916,Bronx,Normal,1
40.82,-73.916,Nan,Normal,1
40.82,-73.921,Bronx,Hot Spot,2
40.82,-73.921,Nan,Normal,1
40.82,-73.927,Bronx,Normal,1
40.82,-73.93,Nan,Normal,1
40.82,-73.936,Manhattan,Hot Spot,2
40.82,-73.936,Nan,Normal,1
40.82,-73.937,Nan,Normal,1
40.82,-73.938,Manhattan,Normal,1
40.82,-73.94,Nan,Hot Spot,2
40.82,-73.946,Nan,Normal,1
40.82,-73.955,Manhattan,Normal,1
40.82,-73.955,Nan,Hot Spot,2
40.82,-73.959,Manhattan,Normal,1
40.82,-73.959,Nan,Hot Spot,2
40.821,-73.818,Bronx,Normal,1
40.821,-73.822,Nan,Normal,1
40.821,-73.848,Bronx,Normal,1
40.821,-73.85,Bronx,Normal,1
40.821,-73.852,Bronx,Normal,1
40.821,-73.866,Bronx,Normal,1
40.821,-73.88,Bronx,Normal,1
40.821,-73.882,Bronx,Normal,1
40.821,-73.885,Bronx,Normal,1
40.821,-73.886,Bronx,Normal,1
40.821,-73.888,Bronx,Hot Spot,2
40.821,-73.889,Bronx,Hot Spot,2
40.821,-73.889,Nan,Hot Spot,2
40.821,-73.892,Bronx,Hot Spot,5
40.821,-73.893,Bronx,Normal,1
40.821,-73.895,Bronx,Normal,1
40.821,-73.896,Bronx,Normal,1
40.821,-73.897,Bronx,Hot Spot,2
40.821,-73.906,Bronx,Normal,1
40.821,-73.91,Bronx,Normal,1
40.821,-73.915,Bronx,Normal,1
40.821,-73.926,Nan,Hot Spot,2
40.821,-73.931,Bronx,Normal,1
40.821,-73.94,Manhattan,Hot Spot,2
40.821,-73.94,Nan,Normal,1
40.821,-73.943,Manhattan,Normal,1
40.821,-73.943,Nan,Normal,1
40.821,-73.944,Manhattan,Normal,1
40.821,-73.95,Nan,Hot Spot,2
40.821,-73.954,Nan,Normal,1
40.821,-73.957,Nan,Normal,1
40.821,-73.958,Manhattan,Normal,1
40.821,-73.958,Nan,Normal,1
40.821,-73.959,Nan,Normal,1
40.822,-73.819,Bronx,Normal,1
40.822,-73.821,Bronx,Normal,1
40.822,-73.836,Bronx,Normal,1
40.822,-73.846,Bronx,Normal,1
40.822,-73.851,Bronx,Normal,1
40.822,-73.853,Bronx,Normal,1
40.822,-73.858,Bronx,Normal,1
40.822,-73.858,Nan,Normal,1
40.822,-73.862,Bronx,Normal,1
40.822,-73.867,Bronx,Normal,1
40.822,-73.868,Bronx,Normal,1
40.822,-73.871,Bronx,Normal,1
40.822,-73.873,Bronx,Normal,1
40.822,-73.877,Bronx,Normal,1
40.822,-73.886,Bronx,Normal,1
40.822,-73.887,Bronx,Hot Spot,3
40.822,-73.888,Bronx,Hot Spot,2
40.822,-73.889,Bronx,Normal,1
40.822,-73.892,Bronx,Hot Spot,3
40.822,-73.893,Bronx,Normal,1
40.822,-73.895,Bronx,Normal,1
40.822,-73.896,Bronx,Normal,1
40.822,-73.897,Bronx,Normal,1
40.822,-73.898,Bronx,Normal,1
40.822,-73.901,Bronx,Normal,1
40.822,-73.902,Bronx,Normal,1
40.822,-73.911,Bronx,Hot Spot,2
40.822,-73.912,Bronx,Hot Spot,2
40.822,-73.915,Bronx,Hot Spot,2
40.822,-73.921,Bronx,Normal,1
40.822,-73.927,Bronx,Normal,1
40.822,-73.934,Nan,Normal,1
40.822,-73.939,Manhattan,Normal,1
40.822,-73.939,Nan,Normal,1
40.822,-73.942,Nan,Normal,1
40.822,-73.943,Manhattan,Normal,1
40.822,-73.948,Manhattan,Normal,1
40.822,-73.95,Manhattan,Hot Spot,2
40.822,-73.954,Nan,Normal,1
40.823,-73.843,Bronx,Normal,1
40.823,-73.849,Bronx,Normal,1
40.823,-73.858,Bronx,Normal,1
40.823,-73.867,Bronx,Hot Spot,3
40.823,-73.868,Bronx,Normal,1
40.823,-73.871,Bronx,Normal,1
40.823,-73.882,Nan,Hot Spot,2
40.823,-73.883,Nan,Hot Spot,3
40.823,-73.885,Bronx,Normal,1
40.823,-73.887,Bronx,Hot Spot,2
40.823,-73.889,Bronx,Normal,1
40.823,-73.891,Bronx,Hot Spot,2
40.823,-73.892,Bronx,Hot Spot,2
40.823,-73.894,Bronx,Normal,1
40.823,-73.895,Bronx,Normal,1
40.823,-73.9,Bronx,Normal,1
40.823,-73.903,Bronx,Hot Spot,2
40.823,-73.906,Bronx,Normal,1
40.823,-73.909,Bronx,Normal,1
40.823,-73.914,Bronx,Normal,1
40.823,-73.917,Bronx,Normal,1
40.823,-73.918,Bronx,Normal,1
40.823,-73.918,Nan,Normal,1
40.823,-73.92,Nan,Normal,1
40.823,-73.924,Bronx,Hot Spot,2
40.823,-73.938,Nan,Hot Spot,2
40.823,-73.939,Manhattan,Hot Spot,2
40.823,-73.942,Manhattan,Hot Spot,3
40.823,-73.942,Nan,Hot Spot,3
40.823,-73.943,Manhattan,Normal,1
40.823,-73.945,Manhattan,Normal,1
40.823,-73.949,Nan,Hot Spot,2
40.823,-73.956,Nan,Normal,1
40.824,-73.818,Bronx,Normal,1
40.824,-73.82,Nan,Normal,1
40.824,-73.836,Bronx,Normal,1
40.824,-73.836,Nan,Normal,1
40.824,-73.87,Bronx,Normal,1
40.824,-73.872,Nan,Hot Spot,2
40.824,-73.874,Bronx,Hot Spot,2
40.824,-73.874,Nan,Hot Spot,5
40.824,-73.875,Bronx,Hot Spot,2
40.824,-73.875,Nan,Hot Spot,2
40.824,-73.876,Nan,Normal,1
40.824,-73.877,Nan,Normal,1
40.824,-73.878,Nan,Normal,1
40.824,-73.879,Nan,Hot Spot,2
40.824,-73.883,Bronx,Normal,1
40.824,-73.889,Bronx,Normal,1
40.824,-73.893,Bronx,Normal,1
40.824,-73.895,Bronx,Normal,1
40.824,-73.907,Bronx,Normal,1
40.824,-73.909,Bronx,Hot Spot,4
40.824,-73.91,Bronx,Normal,1
40.824,-73.912,Bronx,Normal,1
40.824,-73.913,Bronx,Normal,1
40.824,-73.914,Bronx,Normal,1
40.824,-73.916,Bronx,Normal,1
40.824,-73.919,Bronx,Normal,1
40.824,-73.923,Bronx,Normal,1
40.824,-73.931,Nan,Hot Spot,2
40.824,-73.937,Nan,Hot Spot,2
40.824,-73.941,Manhattan,Normal,1
40.824,-73.945,Manhattan,Hot Spot,5
40.824,-73.947,Nan,Normal,1
40.824,-73.952,Manhattan,Normal,1
40.824,-73.956,Nan,Normal,1
40.825,-73.819,Bronx,Normal,1
40.825,-73.824,Nan,Normal,1
40.825,-73.849,Bronx,Normal,1
40.825,-73.866,Bronx,Normal,1
40.825,-73.867,Nan,Normal,1
40.825,-73.868,Nan,Hot Spot,3
40.825,-73.869,Nan,Normal,1
40.825,-73.87,Bronx,Normal,1
40.825,-73.87,Nan,Normal,1
40.825,-73.871,Nan,Hot Spot,2
40.825,-73.873,Nan,Hot Spot,2
40.825,-73.881,Bronx,Normal,1
40.825,-73.886,Bronx,Normal,1
40.825,-73.891,Bronx,Normal,1
40.825,-73.893,Bronx,Normal,1
40.825,-73.894,Bronx,Normal,1
40.825,-73.899,Bronx,Normal,1
40.825,-73.9,Bronx,Normal,1
40.825,-73.908,Bronx,Normal,1
40.825,-73.91,Bronx,Hot Spot,2
40.825,-73.911,Bronx,Hot Spot,3
40.825,-73.913,Bronx,Hot Spot,2
40.825,-73.914,Bronx,Hot Spot,2
40.825,-73.916,Bronx,Normal,1
40.825,-73.917,Nan,Hot Spot,2
40.825,-73.918,Bronx,Normal,1
40.825,-73.923,Bronx,Hot Spot,2
40.825,-73.923,Nan,Normal,1
40.825,-73.925,Nan,Normal,1
40.825,-73.931,Nan,Hot Spot,2
40.825,-73.937,Manhattan,Normal,1
40.825,-73.94,Nan,Normal,1
40.825,-73.941,Manhattan,Normal,1
40.825,-73.941,Nan,Normal,1
40.825,-73.944,Nan,Normal,1
40.825,-73.948,Nan,Hot Spot,2
40.825,-73.949,Manhattan,Normal,1
40.825,-73.951,Manhattan,Hot Spot,2
40.825,-73.954,Nan,Hot Spot,2
40.826,-73.826,Bronx,Hot Spot,2
40.826,-73.828,Nan,Normal,1
40.826,-73.83,Nan,Normal,1
40.826,-73.836,Nan,Normal,1
40.826,-73.843,Bronx,Normal,1
40.826,-73.857,Bronx,Normal,1
40.826,-73.858,Bronx,Normal,1
40.826,-73.859,Bronx,Normal,1
40.826,-73.86,Nan,Hot Spot,8
40.826,-73.861,Nan,Normal,1
40.826,-73.862,Bronx,Hot Spot,3
40.826,-73.877,Bronx,Normal,1
40.826,-73.878,Bronx,Normal,1
40.826,-73.883,Bronx,Normal,1
40.826,-73.886,Nan,Normal,1
40.826,-73.897,Nan,Hot Spot,2
40.826,-73.907,Bronx,Normal,1
40.826,-73.908,Bronx,Normal,1
40.826,-73.908,Nan,Normal,1
40.826,-73.91,Bronx,Normal,1
40.826,-73.918,Bronx,Normal,1
40.826,-73.92,Nan,Normal,1
40.826,-73.921,Bronx,Normal,1
40.826,-73.921,Nan,Normal,1
40.826,-73.937,Manhattan,Hot Spot,2
40.826,-73.938,Manhattan,Normal,1
40.826,-73.943,Manhattan,Normal,1
40.826,-73.943,Nan,Normal,1
40.826,-73.945,Manhattan,Normal,1
40.826,-73.947,Nan,Normal,1
40.826,-73.949,Manhattan,Normal,1
40.826,-73.95,Nan,Normal,1
40.827,-73.822,Bronx,Normal,1
40.827,-73.844,Bronx,Normal,1
40.827,-73.85,Nan,Hot Spot,5
40.827,-73.851,Bronx,Normal,1
40.827,-73.854,Nan,Normal,1
40.827,-73.856,Nan,Hot Spot,2
40.827,-73.859,Bronx,Normal,1
40.827,-73.868,Bronx,Hot Spot,2
40.827,-73.868,Nan,Normal,1
40.827,-73.871,Bronx,Hot Spot,2
40.827,-73.875,Bronx,Normal,1
40.827,-73.88,Bronx,Normal,1
40.827,-73.888,Bronx,Hot Spot,3
40.827,-73.889,Bronx,Hot Spot,2
40.827,-73.89,Bronx,Hot Spot,2
40.827,-73.905,Bronx,Normal,1
40.827,-73.907,Bronx,Normal,1
40.827,-73.924,Bronx,Hot Spot,2
40.827,-73.931,Bronx,Normal,1
40.827,-73.931,Nan,Hot Spot,2
40.827,-73.937,Nan,Normal,1
40.827,-73.938,Manhattan,Normal,1
40.827,-73.939,Manhattan,Normal,1
40.827,-73.939,Nan,Normal,1
40.827,-73.942,Nan,Hot Spot,6
40.827,-73.943,Nan,Normal,1
40.827,-73.954,Nan,Normal,1
40.828,-73.824,Bronx,Normal,1
40.828,-73.834,Nan,Normal,1
40.828,-73.836,Nan,Normal,1
40.828,-73.84,Bronx,Normal,1
40.828,-73.84,Nan,Normal,1
40.828,-73.841,Bronx,Hot Spot,3
40.828,-73.844,Nan,Hot Spot,3
40.828,-73.846,Nan,Normal,1
40.828,-73.85,Nan,Hot Spot,3
40.828,-73.861,Bronx,Hot Spot,2
40.828,-73.862,Bronx,Normal,1
40.828,-73.865,Bronx,Normal,1
40.828,-73.871,Bronx,Normal,1
40.828,-73.881,Bronx,Normal,1
40.828,-73.883,Bronx,Hot Spot,2
40.828,-73.885,Nan,Hot Spot,2
40.828,-73.886,Bronx,Hot Spot,4
40.828,-73.887,Bronx,Normal,1
40.828,-73.889,Bronx,Normal,1
40.828,-73.894,Bronx,Normal,1
40.828,-73.895,Nan,Normal,1
40.828,-73.898,Bronx,Normal,1
40.828,-73.901,Bronx,Normal,1
40.828,-73.907,Nan,Hot Spot,2
40.828,-73.912,Nan,Normal,1
40.828,-73.915,Bronx,Normal,1
40.828,-73.915,Nan,Normal,1
40.828,-73.916,Nan,Normal,1
40.828,-73.919,Bronx,Hot Spot,2
40.828,-73.92,Bronx,Normal,1
40.828,-73.922,Nan,Normal,1
40.828,-73.925,Bronx,Normal,1
40.828,-73.926,Nan,Normal,1
40.828,-73.931,Nan,Hot Spot,7
40.828,-73.935,Manhattan,Hot Spot,4
40.828,-73.935,Nan,Hot Spot,3
40.828,-73.938,Nan,Normal,1
40.828,-73.941,Manhattan,Normal,1
40.828,-73.942,Manhattan,Normal,1
40.828,-73.943,Manhattan,Hot Spot,2
40.828,-73.944,Manhattan,Normal,1
40.828,-73.946,Nan,Hot Spot,4
40.828,-73.949,Manhattan,Hot Spot,2
40.828,-73.949,Nan,Normal,1
40.828,-73.95,Manhattan,Hot Spot,2
40.828,-73.951,Manhattan,Normal,1
40.828,-73.951,Nan,Hot Spot,2
40.829,-73.822,Nan,Normal,1
40.829,-73.836,Nan,Hot Spot,2
40.829,-73.837,Nan,Normal,1
40.829,-73.844,Nan,Normal,1
40.829,-73.85,Bronx,Normal,1
40.829,-73.853,Bronx,Normal,1
40.829,-73.861,Bronx,Normal,1
40.829,-73.873,Nan,Hot Spot,2
40.829,-73.875,Bronx,Normal,1
40.829,-73.876,Bronx,Normal,1
40.829,-73.878,Bronx,Hot Spot,2
40.829,-73.88,Bronx,Normal,1
40.829,-73.885,Nan,Normal,1
40.829,-73.886,Nan,Normal,1
40.829,-73.892,Bronx,Normal,1
40.829,-73.91,Bronx,Normal,1
40.829,-73.911,Bronx,Normal,1
40.829,-73.912,Nan,Normal,1
40.829,-73.915,Bronx,Hot Spot,2
40.829,-73.925,Bronx,Normal,1
40.829,-73.942,Manhattan,Normal,1
40.829,-73.945,Nan,Normal,1
40.83,-73.82,Bronx,Normal,1
40.83,-73.829,Bronx,Normal,1
40.83,-73.85,Nan,Hot Spot,2
40.83,-73.851,Bronx,Hot Spot,2
40.83,-73.851,Nan,Hot Spot,2
40.83,-73.855,Bronx,Normal,1
40.83,-73.864,Bronx,Normal,1
40.83,-73.873,Bronx,Hot Spot,3
40.83,-73.875,Bronx,Hot Spot,2
40.83,-73.875,Nan,Normal,1
40.83,-73.88,Bronx,Normal,1
40.83,-73.891,Bronx,Normal,1
40.83,-73.897,Bronx,Normal,1
40.83,-73.898,Bronx,Normal,1
40.83,-73.899,Bronx,Hot Spot,2
40.83,-73.902,Bronx,Normal,1
40.83,-73.903,Bronx,Normal,1
40.83,-73.904,Bronx,Normal,1
40.83,-73.906,Bronx,Normal,1
40.83,-73.913,Nan,Normal,1
40.83,-73.914,Bronx,Normal,1
40.83,-73.914,Nan,Normal,1
40.83,-73.915,Nan,Normal,1
40.83,-73.918,Nan,Normal,1
40.83,-73.919,Nan,Normal,1
40.83,-73.921,Bronx,Normal,1
40.83,-73.923,Bronx,Normal,1
40.83,-73.929,Nan,Normal,1
40.83,-73.93,Nan,Normal,1
40.83,-73.94,Manhattan,Hot Spot,2
40.83,-73.941,Manhattan,Normal,1
40.83,-73.944,Manhattan,Hot Spot,2
40.83,-73.944,Nan,Hot Spot,3
40.83,-73.946,Manhattan,Normal,1
40.83,-73.948,Nan,Normal,1
40.831,-73.831,Nan,Normal,1
40.831,-73.833,Nan,Normal,1
40.831,-73.844,Bronx,Normal,1
40.831,-73.845,Bronx,Normal,1
40.831,-73.848,Bronx,Hot Spot,2
40.831,-73.854,Nan,Hot Spot,2
40.831,-73.863,Bronx,Normal,1
40.831,-73.869,Bronx,Normal,1
40.831,-73.874,Nan,Hot Spot,5
40.831,-73.885,Nan,Hot Spot,2
40.831,-73.887,Bronx,Hot Spot,2
40.831,-73.888,Bronx,Normal,1
40.831,-73.899,Bronx,Normal,1
40.831,-73.906,Bronx,Hot Spot,3
40.831,-73.907,Nan,Normal,1
40.831,-73.91,Bronx,Normal,1
40.831,-73.91,Nan,Normal,1
40.831,-73.913,Bronx,Normal,1
40.831,-73.913,Nan,Normal,1
40.831,-73.916,Nan,Normal,1
40.831,-73.917,Bronx,Normal,1
40.831,-73.919,Bronx,Normal,1
40.831,-73.92,Bronx,Normal,1
40.831,-73.92,Nan,Normal,1
40.831,-73.922,Bronx,Normal,1
40.831,-73.926,Bronx,Normal,1
40.831,-73.927,Nan,Normal,1
40.831,-73.935,Nan,Hot Spot,2
40.831,-73.936,Manhattan,Normal,1
40.831,-73.941,Manhattan,Normal,1
40.831,-73.942,Manhattan,Hot Spot,3
40.831,-73.947,Manhattan,Normal,1
40.831,-73.947,Nan,Normal,1
40.831,-73.949,Nan,Normal,1
40.832,-73.828,Bronx,Normal,1
40.832,-73.851,Bronx,Normal,1
40.832,-73.856,Nan,Hot Spot,4
40.832,-73.857,Bronx,Normal,1
40.832,-73.861,Bronx,Normal,1
40.832,-73.864,Bronx,Normal,1
40.832,-73.865,Bronx,Normal,1
40.832,-73.866,Bronx,Normal,1
40.832,-73.868,Bronx,Normal,1
40.832,-73.87,Bronx,Normal,1
40.832,-73.871,Bronx,Normal,1
40.832,-73.872,Bronx,Normal,1
40.832,-73.873,Bronx,Normal,1
40.832,-73.874,Nan,Normal,1
40.832,-73.876,Bronx,Normal,1
40.832,-73.879,Bronx,Normal,1
40.832,-73.89,Bronx,Normal,1
40.832,-73.891,Bronx,Normal,1
40.832,-73.893,Nan,Normal,1
40.832,-73.899,Bronx,Normal,1
40.832,-73.902,Nan,Normal,1
40.832,-73.905,Bronx,Hot Spot,2
40.832,-73.908,Bronx,Normal,1
40.832,-73.91,Bronx,Hot Spot,4
40.832,-73.911,Bronx,Normal,1
40.832,-73.914,Bronx,Normal,1
40.832,-73.916,Nan,Normal,1
40.832,-73.919,Bronx,Normal,1
40.832,-73.921,Bronx,Normal,1
40.832,-73.923,Bronx,Normal,1
40.832,-73.924,Nan,Normal,1
40.832,-73.932,Bronx,Normal,1
40.832,-73.932,Nan,Normal,1
40.832,-73.935,Nan,Hot Spot,4
40.832,-73.941,Manhattan,Hot Spot,2
40.832,-73.943,Nan,Normal,1
40.832,-73.951,Nan,Normal,1
40.833,-73.828,Bronx,Normal,1
40.833,-73.828,Nan,Normal,1
40.833,-73.85,Bronx,Normal,1
40.833,-73.851,Bronx,Normal,1
40.833,-73.854,Nan,Normal,1
40.833,-73.859,Bronx,Normal,1
40.833,-73.86,Nan,Hot Spot,2
40.833,-73.862,Nan,Normal,1
40.833,-73.863,Bronx,Normal,1
40.833,-73.864,Bronx,Hot Spot,2
40.833,-73.866,Bronx,Normal,1
40.833,-73.868,Bronx,Hot Spot,2
40.833,-73.869,Bronx,Normal,1
40.833,-73.876,Bronx,Normal,1
40.833,-73.877,Bronx,Hot Spot,2
40.833,-73.885,Bronx,Hot Spot,2
40.833,-73.886,Bronx,Normal,1
40.833,-73.887,Bronx,Normal,1
40.833,-73.888,Bronx,Normal,1
40.833,-73.896,Bronx,Normal,1
40.833,-73.899,Bronx,Normal,1
40.833,-73.901,Bronx,Normal,1
40.833,-73.903,Bronx,Normal,1
40.833,-73.906,Bronx,Normal,1
40.833,-73.909,Bronx,Normal,1
40.833,-73.911,Nan,Normal,1
40.833,-73.914,Nan,Hot Spot,2
40.833,-73.929,Bronx,Normal,1
40.833,-73.929,Nan,Normal,1
40.833,-73.935,Manhattan,Normal,1
40.833,-73.935,Nan,Normal,1
40.833,-73.941,Nan,Normal,1
40.833,-73.942,Manhattan,Hot Spot,2
40.833,-73.943,Manhattan,Normal,1
40.833,-73.944,Manhattan,Normal,1
40.833,-73.946,Manhattan,Hot Spot,2
40.833,-73.95,Nan,Normal,1
40.834,-73.826,Bronx,Normal,1
40.834,-73.826,Nan,Normal,1
40.834,-73.829,Bronx,Normal,1
40.834,-73.852,Bronx,Normal,1
40.834,-73.852,Nan,Normal,1
40.834,-73.855,Bronx,Normal,1
40.834,-73.858,Bronx,Normal,1
40.834,-73.862,Bronx,Normal,1
40.834,-73.862,Nan,Normal,1
40.834,-73.863,Bronx,Normal,1
40.834,-73.863,Nan,Hot Spot,5
40.834,-73.866,Bronx,Normal,1
40.834,-73.872,Bronx,Normal,1
40.834,-73.874,Nan,Normal,1
40.834,-73.876,Bronx,Normal,1
40.834,-73.877,Nan,Normal,1
40.834,-73.879,Bronx,Normal,1
40.834,-73.879,Nan,Normal,1
40.834,-73.88,Bronx,Normal,1
40.834,-73.891,Bronx,Normal,1
40.834,-73.896,Bronx,Hot Spot,3
40.834,-73.903,Bronx,Normal,1
40.834,-73.909,Bronx,Hot Spot,2
40.834,-73.91,Bronx,Normal,1
40.834,-73.91,Nan,Normal,1
40.834,-73.915,Nan,Normal,1
40.834,-73.916,Bronx,Normal,1
40.834,-73.917,Bronx,Normal,1
40.834,-73.918,Bronx,Normal,1
40.834,-73.92,Bronx,Normal,1
40.834,-73.921,Bronx,Normal,1
40.834,-73.921,Nan,Normal,1
40.834,-73.926,Nan,Hot Spot,2
40.834,-73.927,Bronx,Normal,1
40.834,-73.929,Bronx,Normal,1
40.834,-73.931,Bronx,Normal,1
40.834,-73.94,Manhattan,Normal,1
40.834,-73.94,Nan,Normal,1
40.834,-73.941,Manhattan,Hot Spot,2
40.834,-73.945,Manhattan,Normal,1
40.834,-73.945,Nan,Hot Spot,2
40.834,-73.946,Manhattan,Normal,1
40.834,-73.95,Nan,Hot Spot,2
40.835,-73.827,Bronx,Normal,1
40.835,-73.842,Bronx,Normal,1
40.835,-73.848,Bronx,Normal,1
40.835,-73.854,Bronx,Normal,1
40.835,-73.855,Bronx,Hot Spot,2
40.835,-73.859,Bronx,Normal,1
40.835,-73.866,Nan,Hot Spot,2
40.835,-73.867,Nan,Hot Spot,2
40.835,-73.869,Bronx,Normal,1
40.835,-73.872,Bronx,Normal,1
40.835,-73.874,Nan,Normal,1
40.835,-73.882,Bronx,Normal,1
40.835,-73.885,Bronx,Normal,1
40.835,-73.889,Bronx,Hot Spot,2
40.835,-73.892,Bronx,Normal,1
40.835,-73.894,Bronx,Normal,1
40.835,-73.904,Bronx,Normal,1
40.835,-73.908,Bronx,Normal,1
40.835,-73.911,Nan,Normal,1
40.835,-73.912,Bronx,Normal,1
40.835,-73.912,Nan,Normal,1
40.835,-73.913,Bronx,Normal,1
40.835,-73.918,Bronx,Hot Spot,2
40.835,-73.918,Nan,Hot Spot,2
40.835,-73.919,Bronx,Hot Spot,2
40.835,-73.919,Nan,Normal,1
40.835,-73.923,Nan,Normal,1
40.835,-73.93,Bronx,Normal,1
40.835,-73.93,Nan,Normal,1
40.835,-73.931,Nan,Hot Spot,2
40.835,-73.935,Nan,Normal,1
40.835,-73.94,Manhattan,Normal,1
40.835,-73.942,Manhattan,Normal,1
40.835,-73.944,Manhattan,Normal,1
40.835,-73.946,Nan,Normal,1
40.836,-73.84,Bronx,Normal,1
40.836,-73.853,Bronx,Normal,1
40.836,-73.855,Bronx,Normal,1
40.836,-73.866,Bronx,Normal,1
40.836,-73.87,Bronx,Normal,1
40.836,-73.87,Nan,Hot Spot,5
40.836,-73.871,Bronx,Normal,1
40.836,-73.872,Nan,Hot Spot,2
40.836,-73.873,Bronx,Normal,1
40.836,-73.874,Nan,Hot Spot,4
40.836,-73.877,Bronx,Normal,1
40.836,-73.883,Bronx,Normal,1
40.836,-73.884,Bronx,Normal,1
40.836,-73.887,Bronx,Normal,1
40.836,-73.889,Bronx,Hot Spot,3
40.836,-73.89,Bronx,Hot Spot,2
40.836,-73.891,Bronx,Hot Spot,2
40.836,-73.892,Bronx,Normal,1
40.836,-73.901,Bronx,Normal,1
40.836,-73.903,Bronx,Hot Spot,2
40.836,-73.914,Bronx,Normal,1
40.836,-73.916,Nan,Hot Spot,2
40.836,-73.918,Bronx,Normal,1
40.836,-73.918,Nan,Hot Spot,2
40.836,-73.921,Nan,Normal,1
40.836,-73.922,Bronx,Hot Spot,3
40.836,-73.922,Nan,Hot Spot,2
40.836,-73.923,Bronx,Normal,1
40.836,-73.924,Bronx,Normal,1
40.836,-73.925,Bronx,Normal,1
40.836,-73.928,Nan,Normal,1
40.836,-73.94,Manhattan,Normal,1
40.836,-73.94,Nan,Normal,1
40.836,-73.945,Manhattan,Normal,1
40.836,-73.949,Nan,Hot Spot,4
40.837,-73.825,Nan,Normal,1
40.837,-73.841,Bronx,Normal,1
40.837,-73.863,Bronx,Normal,1
40.837,-73.868,Bronx,Normal,1
